Lotus Sutra,Chapter name,paragraph number,page number (English),หน้า (ไทย),English,ไทย,ref/note - to be edited,,,,,,,,,,,,,,,,,,,
Glossary LS,Glossary/อธิบายศัพท์,Glossary-088,,545,"six transcendental powers Powers that buddhas, bodhisattvas, and arhats are said to possess. They are the power of being anywhere at will; power of seeing anything anywhere; power of hearing any sound anywhere; power of knowing the thoughts of all other minds; power of knowing past lives; and power of eradicating illusions.",อภิญญา ๕ และ อภิญญา ๖ : กล่าวกันว่าเป็นพลังพิเศษที่เป็นของพระพุทธะ โพธิสัตว์ และอรหันต์ ได้แก่ ๑) พลังที่จะดำรงอยู่ในทุกหนแห่งที่ตั้งใจอยู่ ๒) พลังในการมองเห็นทุกสิ่งทุกอย่างในทุกที่ ๓) พลังในการได้ยินเสียงต่าง ๆ ได้ในทุกที่ ๔) พลังในการรู้ถึงความคิดที่อยู่ในใจของทุกคน ๕) พลังที่รู้ถึงชีวิตในอดีตชาติ ๕ อย่างนี้เรียกว่าอภิญญา ๕ และ ๖) พลังในการกำจัดความหลอกลวงต่าง ๆ ให้หมดไป ทั้งหมดเป็นอภิญญา ๖,,,,,,,,,,,,,,,,,,,,
Glossary LS,Glossary/อธิบายศัพท์,Glossary-089,,545,"asamkhya (asaṃkhya) An ancient Indian numerical unit, indicating an uncountably large number.",อสงไขย : เป็นหน่วยนับจำนวนของอินเดียโบราณ เป็นจำนวนขนาดใหญ่มากจนไม่อาจนับได้,,,,,,,,,,,,,,,,,,,,
Glossary LS,Glossary/อธิบายศัพท์,Glossary-090,,546,"Avichi (Avīci) The hell of incessant suffering, the most terrible of the eight hot hells. One who commits one of the five cardinal sins or slanders the correct teaching is said to fall into this hell.","อเวจี,นรก : เป็นนรกแห่งความทุกข์ทรมานไม่มีเวลาหยุด เป็นนรกขุมที่โหดร้ายที่สุดแห่งนรกร้อน ๘ ขุม ผู้กระทำบาปแห่งอนันตริยกรรม ๕ (บาปหนักที่ร้ายแรง ๕ อย่าง) อย่างใดอย่างหนึ่ง หรือผู้ที่ดูหมิ่นสัทธรรม กล่าวกันว่าจะตกนรกขุมนี้",,,,,,,,,,,,,,,,,,,,
Glossary LS,Glossary/อธิบายศัพท์,Glossary-091,,546,"stage of non-regression ［不退位］ ( avaivartika, avivartika, or avinivartanīya;  futai-i): Also, stage of non-retrogression. One of the stages of bodhisattva practice. One who reaches this stage never backslides, always advancing in Buddhist practice toward the goal of Buddhahood. (sgi dict)
  
  avivartika ［阿毘跋致］ (;  abibatchi): The stage of non-regression in Buddhist practice. One who reaches this stage never backslides, always advancing toward attaining Buddhahood. See stage of non-regression.",อไววรติก : หมายถึงขั้นที่ไม่มีการถอยหลังกลับ หรือไม่เสื่อมถอยในการปฏิบัติธรรม หรือหมายถึงผู้ที่ได้บรรลุขั้นนั้นแล้ว,,,,,,,,,,,,,,,,,,,,
Glossary LS,Glossary/อธิบายศัพท์,Glossary-092,,546,"five emotions Another term for the five desires. 
  
  five desires The desires that arise from the contact of the five sense organs, eyes, ears, nose, tongue, and body, with their respective objects. Sometimes the five desires are defined as the desire for wealth, sex, food and drink, fame, and sleep.",อารมณ์ ๕ : เป็นอีกชื่อหนึ่งที่ใช้เรียก กามคุณ ๕,,,,,,,,,,,,,,,,,,,,
Glossary LS,Glossary/อธิบายศัพท์,Glossary-093,,546,"outflows (Skt āsrava, Ch lou, J ro) Another term for earthly desires and illusions. “Outflows” refers to that which flows out ceaselessly from the six sense organs, that is, earthly desires and illusions. Hence to be free of outflows is to be free of earthly desires and illusions.",อาสวะ : หมายถึงสิ่งที่ไหลออกตลอดเวลาจากอวัยวะสัมผัสทั้ง ๖ (ตา หู จมูก ลิ้น กาย และใจ) นั่นคือ มายา หรือความหลงผิด หรือความหลอกลวงทั้งหลาย อาสวะเป็นอีกคำหนึ่งที่ใช้เรียกกิเลสทางโลก ดังนั้นการเป็นอิสระจากอาสวะหรือปราศจากอาสวะ ก็คือไม่มีความหลงผิดหรือไม่มีการหลอกลวง หรือไม่มีกิเลส,,,,,,,,,,,,,,,,,,,,
Glossary LS,Glossary/อธิบายศัพท์,Glossary-094,,546,"indriya ［根］ (, Pali;  kon): Faculty, faculty of sense, organ of sense, or power. See six sense organs.
  
  six sense organs ［六根］ ( shad-indriya;  rokkon): Also, six sensory organs. The eyes, ears, nose, tongue, body, and mind. The contact of the six sense organs with their corresponding six objects gives rise to the six consciousnesses—sight, hearing, smell, taste, touch, and thought. In Hinayana Buddhism, the six sense organs are regarded as the source of earthly desires. The Lotus Sutra says that one can purify the workings of the six sense organs by embracing and reciting the sutra. With the six sense organs purified, one is free of attachment to and delusion about their corresponding objects—color and form, sound, odor, taste, texture, and phenomena. The Sanskrit word indriya means faculty, faculty of sense, sense organ, or power.",อินทรีย์ ๖ : หมายถึงความสามารถของอวัยวะสัมผัสทั้ง ๖ ได้แก่ ตา หู จมูก ลิ้น กาย ใจ,,,,,,,,,,,,,,,,,,,,
chapter 17,,chap17-001,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
